,lesion_id,memo_info
1035,672087,르메르디앙서울호텔 호텔직원 이동주차 필요하여 재인입 차량에 문은 열렸으나 시동걸리지 않음
1036,671084,내비게이션 네트워크 연결불가로 되지 않는다
1037,672616,예약차량 전조등 경고등 점등
1038,672382,내비게이션이 작동이 되지 않음
1039,671875,TCS오작동 조수석 차문이 안 밖에서 열리지않음
1040,672497,시동걸리지 않아 인입
1041,669635,글로브 박스가 열린채로 있었고 문이 안닫힘
1042,672438,내비게이션이 아예 켜지지 않는다며 인입
1043,671468,경고등 문의
1044,672025,브레이크 등 경고등 점등
1045,672025,브레이크 등 경고등 점등
1046,670606,내비 와이파이 연결이 원활하지 않음
1047,671196,계기판 열쇠모양으로 인입
1048,671053,시트 조절 안되서 문의
1049,670364,핸들에 보시면 음소거 볼륨 버튼 등 모드가 안되서 인입
1050,672118,브레이크 밟으면 핸들 오른쪽 휜다고 하심
1051,671794,내비게이션 연결 불가
1052,671163,운전석 시트 조절이 안되고 사이드브레이크가 헤제가 안된다
1053,668836,내비게이션 오류
1054,668836,내비 인터넷 연결 불가 문의
1055,672414,내비 안되서 인입 아까 전화해서 재시작 받았는데도 여전히 안된다고 함
1056,671705,스마트키 인식불가 메세지창 확인되어 인입
1057,672274,내비게이션 네트워크 연결이 안된다고하심 작동은 되나 검색안됨
1058,672275,시동키니 불 켜졌다 커졌다한다함 동영상 보낼 수 있는지
1059,672279,고객이 언급한대로 상세 장애 내용 작성
1060,671784,내비게이션 연결 불가 인입
1061,669843,쏘카를 이용했는데 하이패스가 작동이 안된것 같아서 금액이 1200원 이였던것 같은데 어떻게 해야되는지
1062,672564,고속 운행준 시동이 꺼짐 어제도 똑갈은 문제로 긴출받음
1063,670742,라이트 경고등 점등
1064,671092,반납한 차량이 자주이용하는 차량인데 브레이크 밟을때마다 삐삐 이런 소리 난다고 예전부터 쏘카톡으로 점검해달라고 했는데 점검이 안되고있다며 불만 제기하며 점검해달라고 문의
1065,671199,타이어 앞바퀴 두개다 공기압 경고등 점등이 되었다
1066,670561,차량뒷범퍼 유격현상으로 인해 인입
1067,671828,고객 운행 중 엔진체크 경고등 점등
1068,672431,충전카드 없음
1069,671230,충전카드 분실
1070,670889,현재 잠시정차를진행했다며인입
1071,672044,차량 내 스마트키없어 시동불가 인입
1072,672222,타이어 공기압 경고등 방향지시등 경고등 점등 되어 차량 관리 여부
1073,672421,하이패스 단말기 카드 상태 확인 안내 계속나와 인입
1074,671771,운행전 계기판점등됨
1075,670797,대대차 차량 엔진체크 경고등 점등되어 인입
1076,671964,보조제동등 점검 경고등 점등
1077,672501,브레이크 소음발생으로 인입
1078,672501,긴출기사 방문 후 인입
1079,671377,타이어 공기압 경고등 점등
1080,672249,안전벨트가 안된다고 하심
1081,672622,차량 운행중 덜덜 소리 인입
1082,672608,경고등 점등
1083,670570,블루투스 연결안돼서 인입
1084,670570,블루투스 연결안돼서 인입
1085,672808,배터리 방전된거 같다고 하심 택시타고 갈거라며 취소요청
1086,672065,하이패스 인식불가문의
1087,670957,차량내비게이션 껏다 켜졌다 함
1088,673037,내비게이션
1089,667534,차량 주행 중 소음이 있음 진동음인데 바퀴에서 나거나 엔진에서 나는 것 같음
1090,672814,우측전조등 나감 실제로도 안나옴 이전 올뉴k3차량 공기압경고등 떠있었다며 점검한번 해보라하심 반납 후로 따로 사진은 없음
1091,671849,차량내 토사물로 인한 변경요청
1092,671849,차량내 토사물로 인한 변경요청
1093,671068,주행 소음
1094,672674,차량 주행중 바퀴가 구를때마다 주기적으로 마찰음이 난다하심
1095,672437,전좌 타이어 파스(못박힘) 인입
1096,671321,컨트롤 패드 화면 안들어옴으로 인입
1097,668683,블랙박스 메모리카드 오작동으로 인입
1098,672705,엑셀 밟으면 심하게 덜덜 거리고 경고등 점등되어 인입
1099,671019,내부 버튼 빠져있음 제보
1100,672496,출차비 발생으로 인입
1101,671710,오늘 예약한 쏘카 이용중 방향지시등 점검하라고 나옴 계기판에 얼지말라는뜻인거 같음
1102,672772,레이 차량 빌렸는데 타닥타닥 소리만 나고 시동이 안걸린다
1103,672522,네비게이션 오작동 문의
1104,671095,외관 사진을 끝내고 차량 이용하려하는데 문제어가 안된다
1105,672571,엔진 체크 경고등 점등
1106,670548,하이패스 인식 오류 결제 안됨
1107,672073,주유소 위치 확인으로 인입
1108,672073,주유소 위치 확인으로 인입
1109,673092,내비오작동 음성안됨 블루투스 연결안되고 후방카메라 안된다고함
1110,672320,하이패스인식오류
1111,672789,아틀란 내비 오류 음성오류 아님
1112,672914,타이어쪽 휘어졌다고 인입
1113,671219,건의사항으로 인입 공사중으로 반납존으로 인입이 어려웠다 경유해서 가느라 힘들었다 내비가 작동하지 않아 불편했다 그런 사항으로 길도 잘못들고 하여 연장을 하려했으나 연장이 막혀 있었다
1114,672338,브레이크등 경고등 점등
1115,672338,브레이크등 경고등 점등
1116,672514,시동 걸리지 않아 인입
1117,672802,타이어공기압경고등점등 및 제동등 점검 문구로 인입
1118,672650,어제 처음 쏘카 이용 네비게이션 고장으로 사용못해 불편했음
1119,672229,출차시 주차비용 발생한다고함
1120,672617,계기판이 통합경고등이 점등이되어 인입
1121,672468,ob 엔진경고등
1122,672891,반납하러 가는길에 공기압 경고등이 점등되어 지속 연장하고 있는데 어떻게 해야하냐 문의
1123,672621,배터리 방전으로 문의
1124,673006,스마트키라고 확인되면서 시동안걸림
1125,672773,내비에 반납지 설정이 안되어 있다함
1126,672638,내비게이션 초기 화면에서 터치해도 안움직임
1127,672441,조향에 문제가 있음 왼쪽으로 핸들이 저절로 돌아감 제동등 점검필요 경고등 엑셀을 밟을 시 RPM이 심하게 올라감
1128,672728,차량 운행중 덜덜거리고 와이퍼 작동이 안되어 인입 차량 변경 요구
1129,672387,후좌 타이어 펑크로 인입
1130,672713,시동이 안걸린다며 인입
1131,671508,경고등 사진 전송했음
1132,672813,주간주행등 점검 경고등
1133,672277,네비게이션 안됨 인터넷 연결안되어 있다 나옴
1134,672629,블랙박스가 떨어져 있음
1135,672751,타이어가 육안으로 보기에 공기압이 낮은것이 티가 나는 정도라고 함 긴출로 안내 사진 요청 드림 주소 전남 순천시 별량면 구룡리 172 6
1136,671946,운행중인 차량 후방카메라 없는 차량인지
1137,672644,블루투스 가 안된다고하심
1138,671022,비상등 점등 안됨 계기판 사진 첨부 및 점등되지 않는 라이트 부분 사진으로 첨부 요청
1139,672681,차량 오디오 볼륨불가
1140,672245,타이어에 바람이 별로 없다며 입입
1141,672416,내비게이션
1142,672124,내비안되어 인입
1143,672862,배터리 방전으로 인입
1144,670149,시동이 안걸린다며 인입
1145,672836,하이패스에서 소리난다고
1146,672775,내비 재시작 받았으나 지속 오작동 항의
1147,672546,내비 버튼 중 하나가 빠져 문의
1148,669145,배터리문제로 안내받았으나 이해가가지않아 재인입
1149,672860,차량 시동불가로 취소요청
1150,673024,후방카메라안됨 분실물 습득 함 아이폰 충전선 글로브 박스 보관하신다고함
1151,672238,블루투스연결방법문의
1152,672683,핸들러 인입 라이트경고등 점등 문의
1153,671314,네비게이션 네트워크 오류로 인입
1154,671076,내비게이션 SD메모리 카드가 없어 인입
1155,672390,시동이 안걸려서 인입
1156,671202,디스플레이 켜지지않아서 인입
1157,672739,하향등 점검하십시오라는 내용노출
1158,671997,긴출접수 하였으나 기사가 출동전 고객에게 전화하여 엑셀은 어차피 현장조치 불가하다 하였고 주행은 가능하니 반납후 공업사 입고하라고 했음
1159,671997,브레이크를 밟으면 끼익 거리는 소리가 남
1160,671997,브레이크를 밟으면 끼익 거리는 소리가 남
1161,672699,내비 오작동 문의
1162,670898,네비문제
1163,672463,주행중소음이 너무커서 일찍반납하신다고하심
1164,672905,경고등은 공기압 경고등만 들어오나 주차장 관리인이 해당차량 못박혀있다고 했다고함
1165,670441,네비게이션 불량
1166,672786,내비게이션이 검색하는 부분에서 멈춰서 안된다고 인입
1167,672653,전조등 경고등
1168,670667,전좌타이어 펑크 문의
1169,672383,왼쪽 하향 전조등 점검 경고등 점등 및 왼쪽 라이트 점등 불가
1170,672790,라이트 경고등
1171,672061,부름지 반납하려는데 이중주차만 가능하다함
1172,672371,경고등 점등
1173,666705,내비가 틀에 맞지않고 삐딱함
1174,671404,문이 안열림 1시부터 예약이고 촬영 제출했음
1175,672306,차량 외부상태가 너무 안좋고 사고차량 아냐고 항의 일찍 반납하면 크레딧 지급되냐고 문의
1176,672079,라이트 경고등 인입
1177,668731,후방카메라 장애 문의
1178,670008,파손 사진 업로드 요청
1179,670248,내비게이션 실행오류
1180,672304,차량 반납요청
1181,672883,오른쪽 앞 타이어가 펑크난거 같음 운행 시작전 못봤으나 하다보니 이상한 소리가 나서 보니까 파손이 육안상으로 보임
1182,671746,후방카메라 오작동
1183,672742,타이어 공기압 경고등 점등
1184,671765,내비게이션 어제부터 작동되지 않아 문의
1185,672792,문제어 불가
1186,672690,반납차량 내비 문제로 인입
1187,672690,내비게이션 고장 문의
1188,672600,차가 이상하다며 변경 가능할지
1189,671722,핸들에 클락션 눌러도 경적소리 안남
1190,672884,오른쪽 전조등 켜지지 않음
1191,672656,네비게이션 오작동
1192,672803,내비가 안된다며 고객 인입
1193,672865,엔진체크 경고등 점등으로 문의
1194,671170,후진시 후방카메라 이용불가
1195,668383,내비 문제로 재인입 대차받기로 했다 요청
1196,668383,네비게이션 오류로 인해 인입 ERROR CODE 304 계속 나온다고 함 고속도로 운행중이라서 사진은 못보내주신다고 함
1197,672724,차량 방향지시등 고장
1198,672754,반납전 내비 문제 제보
1199,673334,고객님 차량주행시 드르륵소음발생인입
1200,673334,대차존도착하심
1201,672233,충전카드없음문의
1202,667121,타이어 공기압 경고등 점등 외관 손상 확인 요청 외관상 확인 어려움 현재 위치 확인 쏘카존 동일 차종 확인되어 변경 진행
1203,673180,타이어 공기압 경고등
1204,673264,반납당시 좌측앞타이어 공기압경고등 점등됨 반납후라 사진확인 불가
1205,672777,핸들러 인입 엔진 경고등 점등 문의
1206,673141,배터리방전 시동불가
1207,672618,하이패스 미등록 차량이라고 나온다고 함
1208,671768,블루투스 연결불가 카오디오를 눌러도 반응이 없음
1209,673353,네비게이션 오작동
1210,673353,대차존 인입
1211,671514,타이어 공기압 경고등 점등
1212,673322,시트 조절 레버 고장 내비게이션 화면 나오지 않음
1213,673322,내비게이션 오작동 시트 조절 손잡이 파손
1214,671008,네비문제
1215,673462,내비게이션
1216,673051,29호0464 이동주차 필요 지정 주차장 물청소
1217,673100,어플오류로 문재어 불가로 인입
1218,672395,내비게이션 문제 발생으로 인입
1219,670621,차량 내비게이션 와이파이가 연결이 되었다 안되었다 한다며 인입 티맵실행중이라며 내비게이션으로 넘어가지도 않는다고 하심 사진요청드렸으나 사진 못찍으신다고 거부하심
1220,672856,조수석 라이트 고장 경고등 점등
1221,671837,고객 예약한 차량이 시동이 걸리지 않는다고 함
1222,672898,블랙박스가 양면테이프가 떨어지고 운전석쪽 유리창 옆 플라스틱이 튀어나와있음
1223,673254,배터리 방전으로 인입 인입번호
1224,673184,블루투스 연결이 되지 않는다며 차량 변경 요청
1225,671808,시동안걸리며 배터리방전의심
1226,672999,내비가 지맘대로 꺼진다고 하심
1227,672853,충전카드 분실
1228,672712,차량상태 불만으로 인입
1229,672242,네비게이션 음량 최대로 해도 소리 안나옴
1230,673104,주유카드결제 안되어 인입
1231,672588,핸들 소음 발생 운행에는 지장 없어 운행 하겠다함
1232,672988,2시에 예약하고 차량앞에 갔는데 타이어에 못이 박혀있어 문의
1233,672734,운행중 엔진 경고등 들어왔다고 인입
1234,671744,핸드폰과 차량 블루투스 연결을 위해 차량 오디오에있는 phone을 눌러도 화면이 넘어가지도 않고 활성화도안됌 심지어 핸드폰 블루투스에 차량넘버 확인도 안되고 있음
1235,673130,차량 문열리지 않아 인입
1236,672505,엔진체크 경고등 점등
1237,673373,시동 안걸림(키아웃)으로 인입
1238,672145,네비게이션 오작동
1239,673139,라이트 문제로 긴출접수 했는데 기사님 전화와서 물량 부족으로 수리 불가 하다고 했다고 함
1240,673139,차량 오른쪽 앞 전조등 고장
1241,672926,타이어 공기압 경고등 점등
1242,672926,타이어 공기압 경고등 점등되어 긴급출동 조치 받았으나 동일하게 뜬다함
1243,673077,대차 받는 쏘카존 도착함
1244,671664,제동등 점검하라는 경고등 점등
1245,673041,서비스점검경고등
1246,671933,t맵실행준비중입니다라고 노출된다고함
1247,670287,대차존 도착으로 인입
1248,671446,엔진체크경고등 점등
1249,671313,공기압경고등 점등
1250,672780,뒷쪽 불이 안들어오는데 확인 해봤는지
1251,672780,뒷쪽 실내등이 안들어온다
1252,673181,차량이 시동이 안걸린다고 인입
1253,672960,라이트 안나옴 스크레치 발견 센서쪽에 부품이 없음
1254,673121,본넷쪽에서 소음이 조금 발생되는데 괜찮은건지
1255,673206,TPMS 경고등 점등으로 반납처리 하고 잔여시간 부분환불 및 주행요금 면제처리 요청
1256,673161,내비게이션 화면 아래로 쏠려 있음
1257,672560,네비게이션 화면이 아예 안들어옴
1258,672910,운행중 오른쪽으로 많이 쏠림 힘주어 조향유지해야할정도 추후 수리필요
1259,672886,서리가 껴서 운행을 할수 없으나 워셔액이 분사 되지 않아 조치 불가
1260,673166,시동걸리지 않아 인입
1261,672942,운행전 경고등 점등 인입
1262,672928,공기압 경고등 점등
1263,673192,주유캡을 분실 하여 인입
1264,672829,후방카메라 고정불량
1265,673155,운행전으로 원존에서 차량 문열리지 않아 인입
1266,673342,세차직원인데 44하4493 차량 배터리방전됬음
1267,672504,시동불가인입
1268,673323,긴출기사님 인입
1269,672604,내비 전원 불가 문의
1270,672984,엔진 경고등 점등
1271,673097,이용하자마자 배터리방전으로 운행불가 변경요청
1272,673005,조수석 글러브 박스가 닫히지 않음
1273,672701,운행전 시동 불가 문의
1274,672634,네비화면 안켜짐
1275,673045,차량바꿔줘서 바꾼대로 왔는데 제동등이 점등되었음
1276,672953,경고등점등으로인입
1277,672821,차량 쏠림이 있어 확인시 타이어가 가라 앉아있고 차량 브레이크가 이상한거 같다함
1278,672821,왼쪽으로 쏠림현상이 있어 문의
1279,673136,네비가안켜짐
1280,672610,차량내 조수석 안전밸트가 없다고 함
1281,672220,운행중 얼라이먼트 심함 문의 사고난차량인지
1282,672831,내비게이션 및 후방카메라 둘다 안나옴 디스플레이 작동 자체가 안됨
1283,673253,라이트 경고등 점등
1284,672110,반납시작성하려했는데 좋아요 눌려서 못남겼는데 차량상태 안좋음 1 고속주행(80km이상) 차량 조향장치에 떨림이 느껴지며 브레이크시 떨림이심해집니다 2 코너링으로 핸들 한바퀴이상 돌리면서 주행하면 끼긱 소리납니다 3 브레이크가 살짝 밀리는 느낌납니다 4 엑셀이 밟고 반박자 늦는 느낌입니다 5 뒤에 초보운전 스티커 붙여놓으셨던데 누가붙이신건지 몰라도 맞는건지 몰라서 문의남깁니다
1285,670931,차량 내부 시프트락 버튼이 내려가있다고 하심
1286,669361,충전소 두군데에서 오류발생하며 충전불가 환경부 충전관련 센터에 연락해보았으나 충전기 문제아님 답변받았다하심
1287,672374,내비게이션 작동이 아예안됌
1288,670947,네비게이션 안됨
1289,672816,우측전조등 나감 실제로도 안나옴 이전 올뉴k3차량 공기압경고등 떠있었다며 점검한번 해보라하심 반납 후로 따로 사진은 없음
1290,673276,제동등 경고등 점등
1291,672576,차량 운행시 왼쪽으로 차량 쏠림
1292,673541,경고등이 점등 되었는데 스패너 경고등인거 같다
1293,672785,지갑 두고내렸으나 차량 이용중으로 연락처 확인 요청
1294,670589,주유하고났는데 주유카드가없음
1295,673313,고객님 차량주행시 드르륵소음발생인입
1296,671015,차량 위치 문의
1297,673454,차량시트조절고장
1298,673282,백미러 오작동
1299,673631,전조등점검필요문구발생인입
1300,673093,내비게이션이 지속 꺼졌다 켜졌다 함
1301,670776,차량 반납하였는데 이용중에 문제가 많았어서 제보함 1 오른쪽 깜빡이를 키면 뒤에 깜빡이 안켜짐 2 보조석 운전석쪽 문이 뻑뻑함 3 내비게이션 고정이 안되고 자꾸 앞으로 쏠림
1302,673755,타이어 공기압 경고등 들어와 문의
1303,673079,사진첨부 빌릴때마다 이런 표시등 몇번째인지 모르겠음
1304,673425,내비가계속 꺼지고 블루투스연결안되고 라디오도안된다함 사진보냈는데 이전상담사 전화오지않는다함
1305,673499,기존차량 헤드라이트 미점등으로 긴출접수 하였으나 긴출기사분이 교체 불가라고 하여 인입
1306,673499,라이트 미점등문의
1307,673711,운행전 조수석 하향등 안들어와서 인입
1308,673711,운행전 조수석 하향등 안들어와서 인입
1309,673539,왼쪽 방향지시등 미점등으로 인입
1310,673679,주행중 브레이크 밟으실때 소음나신다 쇳소리 말씀
1311,673105,타이어에 못이 박혀있어 인입 경고등도 따로 없다고 하심 따로 접촉도 없었다고 하심
1312,671779,하이패스 인식이 안되어 문의
1313,673421,컨트롤 패드 인터넷 연결불가로 인입
1314,673173,엔진 소리가 이상하다고 하심
1315,673468,전조등 점검 하라고 해서 문의
1316,672974,공업사 방문해서 확인했으나 교체 필요하다고 함 차 운행 불가하니 빠른 조치 바람
1317,673355,후방카메라되지않음으로인입
1318,673439,내비 고장으로 인입
1319,673492,재시작 했는데도 또 내비게이션 안되서 인입
1320,673482,OB 제동등 경고등 점등
1321,673158,썬루프가 닫히지 않는다고 하심
1322,673543,출차전 시동안걸려인입
1323,673447,내비게이션 안되신다며 인입
1324,673663,모든 경고등 점등
1325,673278,경고등 점등
1326,672972,대차차량 보조제동등점검불들어와인입
1327,673844,라이트 경고등 확인되어 인입
1328,673744,내비게이션 T맵 실행중 맨트에서 동일화면 유지됨
1329,673798,계기판경고등이 점등되었다며인입
1330,673072,주행하다가 후 우 타이어가 소리가나면서 펑크가 났음 따로 접촉은 없었음
1331,673072,타이어펑크 현장조치불가
1332,673438,경고등이 점등되었다며 인입
1333,671299,내비게이션 놉이 파손되어있음 사진첨부
1334,673453,경고등이 들어와있다고 함
1335,673691,시동이안걸린다하심
1336,673762,경고등 점등
1337,673762,견인완료하여 인입
1338,673497,주간 주행등을 점검하라는 메시지와 경고등 표시되어 인입
1339,673657,통합 경고등 점등
1340,673505,방향 지시등 안되서 문의
1341,673505,방향지시등 점검등 나옴
1342,672473,대차 받기로 했다고 유입
1343,673262,경고등 문의
1344,673496,공기압 경고등 점등
1345,672409,내비와 후방카메라가 뜨는 화면이 갑자기 꺼져서 켜지지 않는다고 함
1346,669156,하이패스 인식불가및 블랙박스뒤쪽탈거로문의
1347,673501,배터리방전으로인입
1348,673519,대차존 도착 후 인입
1349,673478,내비게이션 이용불가 경로탐색누르면 초기화면으로 이동
1350,672900,내비게이션이 계속 지우는중 화면만 뜨고 작동이 안됨
1351,673487,내비게이션 이용이 안된다고 함
1352,673484,사진첨부 후방카메라가 이렇게 되어있어서 주차할때 라인이 화면에 제대로 안잡힘 그냥 일찍 반납하려함
1353,673506,시동이 안걸려 인입
1354,671667,이전차량 내비게이션 터치되지 안된다며 인입
1355,672142,내비게이션 작동이 안됨
1356,673387,차량이용할려고했는데 시동이안걸림
1357,673504,운행전 시동만켰을때 타이어공기압경고등 점등하여 인입 차량이용안되면 취소하고싶다고함
1358,673601,시동 안걸림
1359,673601,원존으로 차량 운행전이며 배터리 방전으로 긴출접수 되었으나 고객 취소요청
1360,672759,운행하려는데 엔진체크 경고등 점등되어 인입
1361,673352,처음에 탈때 차량 내 퀘퀘묵은 냄새가 났으나 에어컨을 켜니 차량 내 똥냄새가 엄청 심하게 난다고 하심
1362,672202,엔진경고등 점등
1363,673340,라이트 경고등 점등
1364,672211,계기판에 공기압경고등 점등
1365,672442,차량 이용중인데 내비게이션 고장으로 인입
1366,671282,차량을 인수하러 왔는데 블랙박스가 떨어져있음
1367,673612,주유카드 분실로 인입
1368,672798,시동을 꺼도 네비게이션 화면이 꺼지지 않는다고 하심
1369,670237,사진확인 후 연락드림 카오디오 버튼 터치 안되시는것인지 문의
1370,673326,네비게이션 오작동 문의
1371,673628,전조등 경고등 확인되어 인입
1372,673853,차량 시동 불가 시동 방법 안내 통한 재확인 안됨 배터리 방전 의심되어 차량 변경 안내 [경기 남양주시 별내동 1082] 엔포레프라자 투싼 대여료 및 보험료와 주행요금의 경우 동일하게 적용 혹은 이전 차량과 비교하여 더 저렴한 금액으로 조정 하이패스 요금과 연장료 및 사고 발생 시 사고비용의 경우 변경된 차량 기준으로 부과 반납은 기존에 대여하신 별내 주차장으로 반납 진행될 수 있도록 변경 도움
1373,673423,제동등 경고등 점등으로 네번째 전화 확인 후 연락 준다고 하고 아직 연락 없음
1374,673225,차량 변속시 정상적이지 않고 심한 주행떨림으로 운행불가하시어 차량변경 요구
1375,673661,차량 문제어 불가
1376,672726,T맵실행 불가로 인입
1377,672625,내비게이션이 안된다며 항의 인입
1378,673229,제동등 경고등점등
1379,673708,차량 브레이크 문제로 인한 강성항의
1380,673513,주행중 엔진경고등 뜨셔서 인입
1381,673859,보조제동등을 점검하십시오 라고 뜨는데 어떻게 하면 될지
1382,673632,라이트결함경고등 사진보냈다고하심
1383,673632,라이트 경고등 점등문의
1384,673632,라이트 경고등 점등문의
1385,673632,라이트경고등 점등
1386,673666,차량주행하는데 소리가 이상하게남 어떻게 해야하는지
1387,673716,우연히 쏘카 차량이 보였는데 49하 4359 차량 브레이크 등 나간것 같음
1388,673540,엔진오일 경고등 점등 사진 요청 현재 고객센터 연결하면서 다른 곳으로 이동을 했는데 고객센터 연결이 늦어지면서 많이 이동을 했다고 함
1389,673296,네비게이션 오작동
1390,673551,엔진체크 경고등 점등되었다고 인입
1391,673515,라이트가 안들어와서 인입 (좌측 전조등)
1392,673659,조수석뒷바퀴바람빠짐으로 인입
1393,673325,경고등 점등 인입
1394,673137,냉각수 경고등이 들어왔다가 사라졌는데 아직 온도가 높다고 함
1395,674261,내비 네트워크 연결 불가 문의
1396,673620,공기압 경고등 반납 후 인입건
1397,670852,차량 키인식불가 대차필요
1398,673860,시트조절 불가
1399,674210,후방카메라 안들어옴 주간주행등 경고등 점등
1400,673742,차량반납할려고 하는데 경고등나온게있어서 알려줄려고전화함
1401,673914,운행중 타이어가 펑크나서 연락드림 접촉여부는 없음 (조수석 뒷바퀴)
1402,672570,후방 라이트 경고등 확인되어 인입
1403,673567,시동안걸려서인입
1404,674123,내비게이션이 안됨
1405,673918,문제어가 안되어 문의
1406,673951,내비게이션이 최적화 되야 된다며 자꾸 문구 발생되어 인입
1407,673976,반납해야 하는데 차량 문이 잠기지 않는다며 인입
1408,674086,고객님 하이패스 이용문의 고무몰딩이 약해서 문을 꽉닫아야한다하심
1409,674590,후방 블랙박스가 떨어져있다고 하심
1410,674500,하이패스 통과중 미부착으로 확인되어 인입
1411,674407,타이어 공기압경고등 점등 조수석 뒷문 찌그러짐
1412,674391,블루투스 연결이 안되서 인입
1413,674164,볼륨버튼 작동불가
1414,673895,내비 메인화면에서 아예 안넘어간다고 인입
1415,673863,모닝어반 쏘카를 이용했는데 네비게이션에 소리가안나오더라고요 음량을 최대로했는데 원래안나오게되어있는건지
1416,674334,후방카메라되지않음으로사진을보냈다며인입
1417,674140,차량 받았는데 네비게이션이 파손되어있음
1418,674545,차량 위치 확인 불가
1419,674167,내비게이션 및 후방 카메라가 안나와서 대차 요청
1420,674119,네비게이션 인터넷 연결불가로 인입
1421,673760,내비게이션이 안된다며 인입
1422,674192,타이어 공기압 경고등 점등되었다고 하심
1423,674377,내비 터치 안됨
1424,673804,TCS오작동 인터넷 연결안됌
1425,673932,후방카메라 장애
1426,674310,전조등 경고등 점등 되었다
1427,674337,내비 네트워크 연결 불가 지속 떨어진다며 문의
1428,674187,내비게이션 이용불가 와이파이 문제
1429,674306,경고등점등
1430,673740,블랙박스 탈거 문의
1431,674121,내비게이션 이용불가 와이파이 문제같음
1432,674121,네비게이션 안됨
1433,674075,내비터치안된다함
1434,673822,차량안전벨트가 시트랑꽉껴서 안빠짐
1435,673790,이전상담시 원격으로 재시작해주었지만 계속해서 내비게이션화면 꺼진다고함 대차요청
1436,674157,타이어공기압낮다고 계기판에 뜬다고 함
1437,674522,배터리 방전으로 시동불가 인입
1438,673625,블루투스 안되서 인입
1439,673101,차량 블랙박스 선이 잘려있어 인입 차량 내 가위도 있다고 하심
1440,673624,내비 사용자 인증정보 변경되었다고 또 떴다고 함
1441,674601,주유카드 없다며 문의
1442,673830,쏘카패스를 이용하고 있으면 바로반납을 해도 크레딧이 적립안되는지
1443,673952,내비게이션 고장으로 인입
1444,674629,타이어 공기압 경고등 긴출 접수 후 문의
1445,674629,공기압 경고등 점등
1446,674554,경고등 점등과 정차 후 주행시 펑펑 거리는 소리가 난다함
1447,672700,시동이 안걸린다고 하심
1448,674620,스마트키를 인식할수 없음
1449,675006,블랙박스 떨어짐으로 인입
1450,674511,시트 열선안나와서 인입
1451,674511,시트 열선안나와서 인입
1452,674041,차에서 자꾸 덜그럭 거리는 소음 발생 굴곡있는곳 지나면 그럼 현재 경고등이 점등되거나 한 건 없음
1453,673927,타이어 공기압 경고등
1454,674435,네비작동불가문의
1455,673756,타이어공기압경고등으로 인입
1456,673970,타이어공기압
1457,674265,후방카메라작동불가인입
1458,674358,타이어경고등너무높다며인입
1459,674213,차량 문잠금 안됨 차량 위치 산간 터널 혹은 지하인지 아님 원격 제어 진행 안내 문잠김 확인 요청
1460,674197,브레이크가 더디고 울퉁불퉁한 길을 주행시 차량이 많이 흔들림 경고등 없음
1461,674718,대차존 도착 후 재인입
1462,674683,주차 경보 뜬다며인입
1463,673812,블투투스 이용불가 문의
1464,672906,시동불가인입
1465,674962,주행중에 제동등 점검하라 뜨는데 예약은 내일 저녁까지 인데 어떻게 해야하는지
1466,672102,내부 손상 인입
1467,674220,전좌 타이어 펑크
1468,674343,엔진체크 경고등 점등
1469,674943,엔진체크경고등점등으로인입
1470,674251,카오디오 연결안됨
1471,673784,통합경고등 제동등 점검 메시지 발생 내부위생불량
1472,674964,스마트키 인식불가로 인입
1473,674083,운행전 경고등 점등 문의
1474,673811,T맵실행중 화면유지
1475,674988,타이어 파스 문의
1476,674048,라이트 경고등 점등
1477,674166,오른쪽앞바퀴에서 소음이발생된다며인입
1478,674166,차량 앞바퀴쪽에서 이격음같은 소음이 지속적으로 발생되어 긴출 받았으나 기사가 공업사 입고요청으로 차량 변경원함
1479,674111,안전벨트 장애 제보 조치 요청
1480,674331,블랙박스 탈거
1481,674671,충전카드 없음으로 인입
1482,674156,시동이 안걸린다고 하심
1483,674199,재시작 이후 ob
1484,674112,차량사진보내달라했는데 보내는법도모르겠고 어려워서 그냥 반납할려고함 내부에서소리가나는데 예민한거일수도있음
1485,673915,경고등 인입
1486,674047,하이패스 작동 오류
1487,674448,조수석 하향등경고등 점등 햐향등 실제로도 나오지 않음 대차 차량 안내 대차존 안내 대차존으로 반납 안내 가시는 택시비 앱에 영수증 올려주시면 환불 가능 안내 지연된 시간 무상 연장 안내 해당 쏘카존에서 차량 찾으시면 재전화 안내
1488,674314,차량이 옆차량이 좌회전깜박이틀고 오면 급정거함 왜그런건지문의
1489,674254,계기판에 경고등 점등되었다고 하심
1490,674262,안전벨트 장애 문의 OB
1491,673638,경고등 점등되어있다하심
1492,674756,경고등 있다고 유입
1493,674118,타이어 주져 앉아서 문의
1494,674128,타이어 공기압 경고등
1495,674425,내비게이션 작동 불가
1496,674017,하이패스 이용 안된다고 소리가 들림
1497,674541,이전상담연결
1498,667512,에어백 오프 문구와 후방카메라 오작동
1499,674049,충전카드 없음 운전석 선바이저나 조수석 앞쪽 글로우박스 운전석 우측의 콘솔박스에 카드 있는지 한번씩만 확인 요청
1500,674517,내비게이션 네트워크 미연결
1501,674036,공기압 경고등 점등
1502,673984,주유구 장애 제보 운전석 시트아래에 주유구 개폐 버튼도 없고 주유고 터치해도 열리지 않음
